schema_version,timestamp,cycle_id,capture_latency[ms],frame_dropped[n],hsv_flag,hsv_mask_ratio,infer_latency[ms],preproc[ms],postproc[ms],capture_sum[ms],capture_frames[n],hsv_sum[ms],hsv_frames[n],visible_frames[n],preproc_sum[ms],infer_sum[ms],infer_count[n],postproc_sum[ms],total_per_fruit[ms],visible_dur[s],cycle_dur[s],eject_flag,planned_eject_ts,eject_delay[ms],outcome_flag,yolo_no_det_flag,cpu_temp,cpu_util[%],gpu_temp,gpu_util[%],gpu_clock[mhz],gpu_mem_used[mb],gpu_power[w]
1.0.0,2026-08-05 03:12:21.426,286,49.3,0,1,0.1854,4.79,0.56,1.12,60.25,82,122.55,82,27,6.78,57.51,12,13.41,260.5,0.172,1.016,0,,,,0,,11.6,54,3,2040,2534.883328,37.027
1.0.0,2026-08-05 03:12:21.750,284,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:12:21.576,15.74,1,,,,,,,,
1.0.0,2026-08-05 03:12:22.380,283,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:12:22.222,3.5,1,,,,,,,,
1.0.0,2026-08-05 03:12:22.812,287,49.2,0,1,0.2438,5.5,0.53,1.21,72.99,110,156.62,110,22,6.31,66.03,12,14.56,316.51,0.156,1.39,1,,,,0,,11.6,54,4,2040,2534.883328,36.395
1.0.0,2026-08-05 03:12:22.981,285,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:12:22.813,8.06,1,,,,,,,,
1.0.0,2026-08-05 03:12:24.101,288,49.41,0,1,0.1943,5.76,0.58,1.23,67.26,103,144.57,103,25,6.98,69.07,12,14.74,302.62,0.235,1.282,0,,,,0,,12.7,54,16,2040,2534.883328,36.582
1.0.0,2026-08-05 03:12:25.059,289,49.35,0,1,0.2251,7.85,0.62,1.21,51.3,77,125.85,77,21,7.38,94.18,12,14.48,293.19,0.171,0.968,1,,,,0,,12.7,54,16,2040,2534.883328,36.582
1.0.0,2026-08-05 03:12:25.383,287,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:12:25.212,11.95,1,,,,,,,,
1.0.0,2026-08-05 03:12:25.671,286,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:12:25.497,13.51,1,,,,,,,,
1.0.0,2026-08-05 03:12:26.263,290,49.17,0,1,0.1937,13.56,0.64,1.34,282.5,96,254.88,94,26,7.63,162.72,12,16.03,723.76,0.204,1.204,0,,,,0,,10.7,54,8,2040,2534.883328,36.371
1.0.0,2026-08-05 03:12:27.263,291,49.16,0,1,0.2102,8.51,0.58,1.41,59.22,80,134.52,80,25,6.97,102.14,12,16.93,319.78,0.204,1.0,1,,,,0,,12.2,54,5,2040,2534.883328,36.311
1.0.0,2026-08-05 03:12:27.628,289,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:12:27.463,5.58,1,,,,,,,,
1.0.0,2026-08-05 03:12:28.329,288,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:12:28.172,3.84,1,,,,,,,,
1.0.0,2026-08-05 03:12:28.413,292,49.37,0,1,0.1247,5.62,0.62,1.28,62.97,92,124.63,92,33,7.44,67.5,12,15.32,277.86,0.14,1.14,1,,,,0,,13.0,54,3,2040,2534.883328,36.397
1.0.0,2026-08-05 03:12:29.676,293,49.19,0,1,0.201,5.92,0.59,1.23,67.33,102,146.91,102,26,7.09,71.01,12,14.82,307.16,0.156,1.266,1,,,,0,,12.8,54,3,2040,2534.883328,36.59
1.0.0,2026-08-05 03:12:29.830,291,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:12:29.663,4.59,1,,,,,,,,
1.0.0,2026-08-05 03:12:30.492,290,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:12:30.334,3.86,1,,,,,,,,
1.0.0,2026-08-05 03:12:30.967,294,49.29,0,1,0.1934,6.16,0.62,1.2,102.43,103,148.07,103,26,7.41,73.94,12,14.44,346.29,0.157,1.297,0,,,,0,,12.5,54,10,2040,2534.883328,36.895
1.0.0,2026-08-05 03:12:30.975,292,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:12:30.813,8.5,1,,,,,,,,
1.0.0,2026-08-05 03:12:32.013,295,49.16,0,1,0.1691,6.08,0.56,1.18,56.33,83,122.29,83,28,6.74,73.0,12,14.15,272.51,0.157,1.047,1,,,,0,,13.0,54,10,2040,2534.883328,36.848
1.0.0,2026-08-05 03:12:32.236,293,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:12:32.076,4.08,1,,,,,,,,
1.0.0,2026-08-05 03:12:33.217,296,49.28,0,1,0.1983,5.42,0.56,1.26,60.18,97,136.06,97,27,6.69,65.07,12,15.16,283.16,0.157,1.203,1,,,,0,,10.9,54,11,2040,2534.883328,36.588
1.0.0,2026-08-05 03:12:34.250,297,49.28,0,1,0.1854,5.19,0.51,1.18,56.11,82,121.9,82,26,6.15,62.23,12,14.12,260.51,0.203,1.031,0,,,,0,,12.1,54,4,2040,2534.883328,37.129
1.0.0,2026-08-05 03:12:34.576,295,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:12:34.413,4.0,1,,,,,,,,
1.0.0,2026-08-05 03:12:35.196,294,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:12:35.038,3.19,1,,,,,,,,
1.0.0,2026-08-05 03:12:35.615,298,49.3,0,1,0.2445,8.67,0.53,1.31,71.69,110,160.07,110,22,6.4,103.99,12,15.72,357.87,0.14,1.359,1,,,,0,,12.9,54,4,2040,2534.883328,36.883
1.0.0,2026-08-05 03:12:35.781,296,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:12:35.617,13.74,1,,,,,,,,
1.0.0,2026-08-05 03:12:36.900,299,49.29,0,1,0.2011,5.35,0.52,1.26,92.67,102,141.53,102,26,6.3,64.21,12,15.14,319.85,0.188,1.297,0,,,,0,,13.0,54,8,2040,2534.883328,37.056
1.0.0,2026-08-05 03:12:37.900,300,49.44,0,1,0.2253,5.08,0.49,1.1,50.38,80,125.01,80,22,5.93,60.93,12,13.18,255.43,0.188,1.0,1,,,,0,,11.4,54,10,2040,2534.883328,36.826
1.0.0,2026-08-05 03:12:38.184,298,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:12:38.015,11.32,1,,,,,,,,
1.0.0,2026-08-05 03:12:38.479,297,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:12:38.321,5.42,1,,,,,,,,
1.0.0,2026-08-05 03:12:39.063,301,49.24,0,1,0.1933,5.38,0.53,1.24,65.67,93,141.02,93,25,6.41,64.53,12,14.93,292.56,0.203,1.156,0,,,,0,,10.2,54,10,2040,2534.883328,36.823
1.0.0,2026-08-05 03:12:40.062,302,49.38,0,1,0.2102,5.05,0.54,1.23,57.53,80,130.44,80,24,6.45,60.65,12,14.72,269.79,0.203,1.0,1,,,,0,,12.2,54,15,2040,2534.883328,36.465
1.0.0,2026-08-05 03:12:40.467,300,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:12:40.300,7.84,1,,,,,,,,
1.0.0,2026-08-05 03:12:41.133,299,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:12:40.971,7.77,1,,,,,,,,
1.0.0,2026-08-05 03:12:41.262,303,40.47,0,1,0.1244,5.38,0.5,1.24,63.41,96,159.44,96,31,5.97,64.59,12,14.93,308.34,0.157,1.204,1,,,,0,,12.4,54,5,2040,2534.883328,36.053
1.0.0,2026-08-05 03:12:42.466,304,49.33,0,1,0.2013,5.52,0.6,1.28,61.72,97,141.01,97,26,7.15,66.28,12,15.31,291.47,0.157,1.203,1,,,,0,,13.0,54,3,2040,2534.883328,37.019
1.0.0,2026-08-05 03:12:42.618,302,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:12:42.462,4.08,1,,,,,,,,
1.0.0,2026-08-05 03:12:43.291,301,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:12:43.134,3.22,1,,,,,,,,
1.0.0,2026-08-05 03:12:43.763,305,49.32,0,1,0.1933,10.08,0.66,1.54,71.62,103,150.84,103,28,7.9,120.99,12,18.45,369.8,0.157,1.297,0,,,,0,,9.5,54,8,2040,2534.883328,37.077
1.0.0,2026-08-05 03:12:43.821,303,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:12:43.662,4.39,1,,,,,,,,
1.0.0,2026-08-05 03:12:44.812,306,49.29,0,1,0.1692,9.39,0.56,1.4,55.54,84,165.18,84,28,6.75,112.68,12,16.84,356.99,0.156,1.046,1,,,,0,,9.9,54,10,2040,2534.883328,36.79
1.0.0,2026-08-05 03:12:45.035,304,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:12:44.866,4.06,1,,,,,,,,
1.0.0,2026-08-05 03:12:46.021,307,49.3,0,1,0.1983,5.84,0.58,1.2,60.66,98,136.82,98,27,7.0,70.1,12,14.35,288.93,0.157,1.204,1,,,,0,,12.0,54,10,2040,2534.883328,36.799
1.0.0,2026-08-05 03:12:47.163,308,49.07,0,1,0.1869,5.45,0.5,1.25,57.38,90,131.97,90,26,5.99,65.42,12,15.0,275.76,0.187,1.14,0,,,,0,,12.2,54,14,2040,2534.883328,36.548
1.0.0,2026-08-05 03:12:47.370,306,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:12:47.212,4.78,1,,,,,,,,
1.0.0,2026-08-05 03:12:47.991,305,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:12:47.834,3.44,1,,,,,,,,
1.0.0,2026-08-05 03:12:48.400,309,49.32,0,1,0.2447,5.36,0.58,1.23,62.22,99,146.74,99,23,7.0,64.34,12,14.72,295.02,0.14,1.25,1,,,,0,,10.3,54,3,2040,2534.883328,36.764
1.0.0,2026-08-05 03:12:48.607,307,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:12:48.421,33.13,1,,,,,,,,
1.0.0,2026-08-05 03:12:49.750,310,49.31,0,1,0.2046,5.63,0.55,1.32,71.62,108,152.21,108,25,6.63,67.55,12,15.86,313.87,0.234,1.344,0,,,,0,,11.9,54,4,2040,2534.883328,37.105
1.0.0,2026-08-05 03:12:50.716,311,49.26,0,1,0.2249,5.25,0.51,1.21,53.36,78,128.94,78,21,6.14,62.99,12,14.56,265.99,0.172,0.969,1,,,,0,,11.8,54,11,2040,2534.883328,36.903
1.0.0,2026-08-05 03:12:50.969,309,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:12:50.800,11.1,1,,,,,,,,
1.0.0,2026-08-05 03:12:51.391,308,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:12:51.234,4.66,1,,,,,,,,
1.0.0,2026-08-05 03:12:51.862,312,49.37,0,1,0.1931,5.94,0.49,1.33,61.02,91,142.26,91,26,5.87,71.3,12,15.98,296.43,0.187,1.14,0,,,,0,,12.9,54,10,2040,2534.883328,36.843
1.0.0,2026-08-05 03:12:52.911,313,49.33,0,1,0.2107,4.8,0.53,1.2,55.7,85,129.94,85,24,6.3,57.63,12,14.44,264.01,0.203,1.047,1,,,,0,,12.4,54,10,2040,2534.883328,36.819
1.0.0,2026-08-05 03:12:53.290,311,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:12:53.116,15.27,1,,,,,,,,
1.0.0,2026-08-05 03:12:53.983,310,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:12:53.821,7.4,1,,,,,,,,
1.0.0,2026-08-05 03:12:54.062,314,49.21,0,1,0.1249,5.72,0.58,1.23,60.84,91,120.62,91,32,6.95,68.67,12,14.75,271.83,0.187,1.156,1,,,,0,,12.5,54,11,2040,2534.883328,36.821
1.0.0,2026-08-05 03:12:55.312,315,49.23,0,1,0.2005,5.76,0.58,1.28,65.44,100,148.31,100,27,6.97,69.16,12,15.36,305.24,0.14,1.25,1,,,,0,,11.0,54,3,2040,2534.883328,36.703
1.0.0,2026-08-05 03:12:55.482,313,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:12:55.311,9.06,1,,,,,,,,
1.0.0,2026-08-05 03:12:56.091,312,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:12:55.933,3.53,1,,,,,,,,
1.0.0,2026-08-05 03:12:56.612,316,49.33,0,1,0.1931,5.85,0.53,1.34,66.49,104,147.09,104,27,6.37,70.19,12,16.08,306.22,0.187,1.297,0,,,,0,,13.6,54,3,2040,2534.883328,37.041
1.0.0,2026-08-05 03:12:56.621,314,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:12:56.462,3.7,1,,,,,,,,
1.0.0,2026-08-05 03:12:57.612,317,49.19,0,1,0.1691,5.37,0.47,1.15,50.97,80,125.25,80,28,5.68,64.42,12,13.85,260.17,0.156,1.0,1,,,,0,,13.6,54,11,2040,2534.883328,37.003
1.0.0,2026-08-05 03:12:57.884,315,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:12:57.712,14.72,1,,,,,,,,
1.0.0,2026-08-05 03:12:58.812,318,51.48,0,1,0.1984,5.44,0.6,1.25,68.53,96,132.66,95,26,7.26,65.32,12,15.01,288.78,0.156,1.203,1,,,,0,,12.1,54,10,2040,2534.883328,36.653
1.0.0,2026-08-05 03:12:59.966,319,49.3,0,1,0.1872,5.19,0.62,1.14,64.09,93,136.39,94,25,7.49,62.25,12,13.66,283.88,0.157,1.157,0,,,,0,,11.6,54,10,2040,2534.883328,36.811
1.0.0,2026-08-05 03:13:00.167,317,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:13:00.012,3.71,1,,,,,,,,
1.0.0,2026-08-05 03:13:00.841,316,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:13:00.683,3.3,1,,,,,,,,
1.0.0,2026-08-05 03:13:01.249,320,49.3,0,1,0.2441,6.18,0.62,1.3,65.22,102,155.71,102,22,7.42,74.15,12,15.54,318.04,0.188,1.281,1,,,,0,,12.2,54,13,2040,2534.883328,36.187
1.0.0,2026-08-05 03:13:01.382,318,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:13:01.212,4.35,1,,,,,,,,
1.0.0,2026-08-05 03:13:02.553,321,49.27,0,1,0.1943,5.9,0.59,1.3,68.62,104,149.8,104,25,7.06,70.78,12,15.63,311.89,0.188,1.297,0,,,,0,,11.7,54,3,2040,2534.883328,37.099
1.0.0,2026-08-05 03:13:03.512,322,49.36,0,1,0.2251,7.43,0.74,1.23,51.78,77,161.87,77,22,8.85,89.17,12,14.77,326.44,0.172,0.969,1,,,,0,,12.4,54,12,2040,2534.883328,37.178
1.0.0,2026-08-05 03:13:03.817,320,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:13:03.649,8.67,1,,,,,,,,
1.0.0,2026-08-05 03:13:04.195,319,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:13:04.037,3.76,1,,,,,,,,
1.0.0,2026-08-05 03:13:04.675,323,49.36,0,1,0.1934,6.04,0.53,1.31,64.08,94,138.14,94,28,6.32,72.47,12,15.75,296.76,0.188,1.156,0,,,,0,,12.3,54,12,2040,2534.883328,36.603
1.0.0,2026-08-05 03:13:05.716,324,49.2,0,1,0.2105,5.51,0.49,1.16,55.61,83,131.99,83,25,5.9,66.07,12,13.97,273.54,0.203,1.047,1,,,,0,,9.0,54,11,2040,2534.883328,36.931
1.0.0,2026-08-05 03:13:06.078,322,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:13:05.912,7.32,1,,,,,,,,
1.0.0,2026-08-05 03:13:06.782,321,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:13:06.625,3.4,1,,,,,,,,
1.0.0,2026-08-05 03:13:06.862,325,49.28,0,1,0.1248,5.29,0.52,1.27,59.14,91,120.22,91,32,6.25,63.5,12,15.22,264.33,0.156,1.14,1,,,,0,,10.3,54,10,2040,2534.883328,37.108
1.0.0,2026-08-05 03:13:08.124,326,57.6,0,1,0.2008,5.39,0.54,1.36,107.13,101,144.9,99,28,6.46,64.71,12,16.35,339.55,0.156,1.266,1,,,,0,,12.4,54,20,2040,2534.883328,36.579
1.0.0,2026-08-05 03:13:08.279,324,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:13:08.116,3.86,1,,,,,,,,
1.0.0,2026-08-05 03:13:08.903,323,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:13:08.746,3.31,1,,,,,,,,
1.0.0,2026-08-05 03:13:09.399,327,49.3,0,1,0.1934,5.54,0.57,1.27,64.01,102,147.28,104,27,6.82,66.51,12,15.23,299.85,0.14,1.281,0,,,,0,,14.2,54,3,2040,2534.883328,36.727
1.0.0,2026-08-05 03:13:09.419,325,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:13:09.262,3.95,1,,,,,,,,
1.0.0,2026-08-05 03:13:10.466,328,49.33,0,1,0.1691,5.05,0.54,1.15,54.59,86,130.48,86,29,6.53,60.6,12,13.82,266.02,0.203,1.063,1,,,,0,,11.9,54,5,2040,2534.883328,36.927
1.0.0,2026-08-05 03:13:10.691,326,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:13:10.524,4.08,1,,,,,,,,
1.0.0,2026-08-05 03:13:11.649,329,49.31,0,1,0.1979,5.72,0.51,1.29,61.28,94,137.17,94,27,6.11,68.68,12,15.51,288.75,0.187,1.187,1,,,,0,,12.8,54,9,2040,2534.883328,36.919
1.0.0,2026-08-05 03:13:12.765,330,49.24,0,1,0.1873,11.01,0.54,4.15,58.83,90,132.75,90,26,6.42,132.16,12,49.74,379.9,0.141,1.11,0,,,,0,,12.5,54,11,2040,2534.883328,36.945
1.0.0,2026-08-05 03:13:13.041,328,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:13:12.866,15.67,1,,,,,,,,
1.0.0,2026-08-05 03:13:13.632,327,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:13:13.470,7.95,1,,,,,,,,
1.0.0,2026-08-05 03:13:14.061,331,49.29,0,1,0.244,5.7,0.56,1.27,68.75,103,153.43,103,22,6.77,68.4,12,15.23,312.58,0.156,1.296,1,,,,0,,12.6,54,17,2040,2534.883328,36.867
1.0.0,2026-08-05 03:13:14.218,329,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:13:14.049,8.73,1,,,,,,,,
1.0.0,2026-08-05 03:13:15.370,332,54.49,0,1,0.2017,5.46,0.58,1.29,72.12,105,149.03,103,27,6.97,65.57,12,15.51,309.2,0.188,1.297,0,,,,0,,12.3,54,4,2040,2534.883328,36.568
1.0.0,2026-08-05 03:13:16.311,333,49.24,0,1,0.2252,5.64,0.55,1.19,48.43,75,129.43,77,22,6.57,67.66,12,14.34,266.43,0.156,0.953,1,,,,0,,11.5,54,3,2040,2534.883328,37.085
1.0.0,2026-08-05 03:13:16.636,331,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:13:16.461,16.73,1,,,,,,,,
1.0.0,2026-08-05 03:13:16.995,330,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:13:16.837,3.81,1,,,,,,,,
1.0.0,2026-08-05 03:13:17.465,334,32.9,0,1,0.1936,5.95,0.53,1.34,92.95,93,143.28,93,26,6.33,71.38,12,16.03,329.97,0.157,1.157,0,,,,0,,10.3,54,3,2040,2534.883328,36.326
1.0.0,2026-08-05 03:13:18.515,335,40.5,0,1,0.2102,5.52,0.5,1.31,55.29,84,131.01,84,25,5.95,66.2,12,15.73,274.18,0.204,1.047,1,,,,0,,12.4,54,11,2040,2534.883328,37.04
1.0.0,2026-08-05 03:13:18.888,333,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:13:18.711,18.74,1,,,,,,,,
1.0.0,2026-08-05 03:13:19.599,332,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:13:19.441,3.28,1,,,,,,,,
1.0.0,2026-08-05 03:13:19.674,336,49.24,0,1,0.1247,5.75,0.6,1.3,59.29,93,121.88,93,31,7.17,69.01,12,15.55,272.9,0.125,1.156,1,,,,0,,13.3,54,12,2040,2534.883328,37.02
1.0.0,2026-08-05 03:13:20.941,337,49.14,0,1,0.2012,5.6,0.53,1.3,65.73,101,174.37,101,28,6.31,67.17,12,15.55,329.13,0.172,1.265,1,,,,0,,13.7,54,11,2040,2534.883328,36.905
1.0.0,2026-08-05 03:13:21.086,335,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:13:20.915,9.4,1,,,,,,,,
1.0.0,2026-08-05 03:13:21.735,334,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:13:21.537,40.43,1,,,,,,,,
1.0.0,2026-08-05 03:13:22.211,338,49.34,0,1,0.1934,6.52,0.56,1.34,69.26,102,151.85,102,27,6.78,78.26,12,16.04,322.19,0.141,1.282,0,,,,0,,9.1,54,2,2040,2534.883328,35.656
1.0.0,2026-08-05 03:13:22.236,336,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:13:22.074,9.07,1,,,,,,,,
1.0.0,2026-08-05 03:13:23.263,339,49.32,0,1,0.1691,5.16,0.69,1.23,54.04,84,128.47,84,27,8.24,61.87,12,14.77,267.39,0.157,1.047,1,,,,0,,12.1,54,3,2040,2534.883328,36.276
1.0.0,2026-08-05 03:13:23.517,337,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:13:23.341,17.21,1,,,,,,,,
1.0.0,2026-08-05 03:13:24.473,340,49.36,0,1,0.1982,5.46,0.54,1.22,59.95,97,134.27,97,29,6.54,65.48,12,14.62,280.86,0.157,1.203,1,,,,0,,11.7,54,3,2040,2534.883328,36.184
1.0.0,2026-08-05 03:13:25.606,341,49.31,0,1,0.187,5.68,0.5,1.36,57.49,90,128.64,90,27,5.98,68.13,12,16.35,276.59,0.156,1.14,0,,,,0,,12.0,54,6,2040,2534.883328,36.221
1.0.0,2026-08-05 03:13:25.828,339,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:13:25.663,8.89,1,,,,,,,,
1.0.0,2026-08-05 03:13:26.451,338,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:13:26.282,11.3,1,,,,,,,,
1.0.0,2026-08-05 03:13:26.868,342,41.99,0,1,0.2419,5.11,0.49,1.29,197.53,101,212.95,100,22,5.88,61.33,12,15.44,493.13,0.156,1.25,1,,,,0,,11.8,54,4,2040,2534.883328,36.288
1.0.0,2026-08-05 03:13:27.030,340,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:13:26.873,6.67,1,,,,,,,,
1.0.0,2026-08-05 03:13:28.251,343,49.29,0,1,0.2071,4.99,0.58,1.26,69.59,110,156.2,110,27,7.0,59.92,12,15.15,307.86,0.234,1.391,0,,,,0,,11.9,54,7,2040,2534.883328,35.665
1.0.0,2026-08-05 03:13:29.151,344,48.79,0,1,0.225,4.86,0.71,1.19,48.35,72,153.42,72,21,8.54,58.27,12,14.31,282.89,0.125,0.906,1,,,,0,,10.6,54,11,2040,2534.883328,36.529
1.0.0,2026-08-05 03:13:29.435,342,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:13:29.268,8.4,1,,,,,,,,
1.0.0,2026-08-05 03:13:29.847,341,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:13:29.678,11.37,1,,,,,,,,
1.0.0,2026-08-05 03:13:30.310,345,49.26,0,1,0.1933,4.98,0.52,1.22,63.88,93,137.37,93,25,6.22,59.78,12,14.66,281.91,0.203,1.156,0,,,,0,,12.0,54,3,2040,2534.883328,36.075
1.0.0,2026-08-05 03:13:31.311,346,49.23,0,1,0.2111,5.89,0.55,1.27,51.47,80,125.13,80,24,6.65,70.7,12,15.28,269.23,0.171,1.0,1,,,,0,,11.7,54,3,2040,2534.883328,36.113
1.0.0,2026-08-05 03:13:31.713,344,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:13:31.551,3.75,1,,,,,,,,
1.0.0,2026-08-05 03:13:32.491,343,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:13:32.322,9.88,1,,,,,,,,
1.0.0,2026-08-05 03:13:32.512,347,49.33,0,1,0.1245,6.48,0.61,3.76,62.8,96,131.16,96,32,7.35,77.82,12,45.16,324.29,0.157,1.204,1,,,,0,,8.9,54,3,2040,2534.883328,36.036
1.0.0,2026-08-05 03:13:33.759,348,49.31,0,1,0.2005,4.96,0.56,1.19,63.97,100,181.47,100,27,6.72,59.53,12,14.28,325.97,0.172,1.25,1,,,,0,,9.2,54,5,2040,2534.883328,36.036
1.0.0,2026-08-05 03:13:33.885,346,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:13:33.711,16.3,1,,,,,,,,
1.0.0,2026-08-05 03:13:34.549,345,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:13:34.381,10.36,1,,,,,,,,
1.0.0,2026-08-05 03:13:35.010,349,49.26,0,1,0.1934,5.52,0.53,1.29,68.3,100,147.14,100,26,6.31,66.3,12,15.45,303.5,0.157,1.25,0,,,,0,,13.2,54,4,2040,2534.883328,35.894
1.0.0,2026-08-05 03:13:35.072,347,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:13:34.912,2.87,1,,,,,,,,
1.0.0,2026-08-05 03:13:36.054,350,49.41,0,1,0.1691,5.0,0.54,1.17,55.93,84,132.23,84,29,6.52,60.03,12,13.99,268.7,0.156,1.046,1,,,,0,,13.5,54,6,2040,2534.883328,35.938
1.0.0,2026-08-05 03:13:36.322,348,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:13:36.159,6.46,1,,,,,,,,
1.0.0,2026-08-05 03:13:38.634,350,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:13:38.454,21.07,1,,,,,,,,
1.0.0,2026-08-05 03:13:39.272,349,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:13:39.081,14.78,1,,,,,,,,
# === SESSION END   2026-08-05 03:13:42 ===
# === SESSION START 2026-08-05 03:15:10 ===
1.0.0,2026-08-05 03:15:27.438,1,49.03,0,1,0.1945,7.08,0.43,1.02,16496.96,606,199.95,117,42,2.56,42.48,6,6.1,16748.05,0.14,11.406,0,,,,0,,16.5,51,7,2040,2589.024256,24.445
1.0.0,2026-08-05 03:15:28.744,2,49.27,0,1,0.2421,7.12,0.46,1.2,111.46,105,175.55,105,33,5.52,85.45,12,14.45,392.43,0.156,1.313,1,,,,0,,0.0,51,11,2040,2589.024256,24.171
1.0.0,2026-08-05 03:15:30.151,3,49.12,0,1,0.1982,7.23,0.59,1.24,116.46,112,165.75,112,27,7.05,86.8,12,14.87,390.93,0.25,1.391,0,,,,0,,0.0,51,5,2040,2589.024256,25.049
1.0.0,2026-08-05 03:15:31.040,4,49.14,0,1,0.225,7.86,0.55,1.23,53.56,71,126.51,71,22,6.6,94.29,12,14.73,295.69,0.14,0.89,1,,,,0,,0.0,51,5,2040,2589.024256,25.066
1.0.0,2026-08-05 03:15:31.312,2,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:15:31.144,13.11,1,,,,,,,,
1.0.0,2026-08-05 03:15:31.671,1,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:15:31.509,8.13,1,,,,,,,,
1.0.0,2026-08-05 03:15:32.202,5,49.28,0,1,0.1935,6.78,0.46,1.15,66.12,94,147.62,94,25,5.54,81.41,12,13.86,314.55,0.187,1.172,0,,,,0,,17.8,51,9,2040,2589.024256,25.307
1.0.0,2026-08-05 03:15:33.186,6,48.93,0,1,0.2111,8.47,0.53,1.31,58.49,78,137.5,78,24,6.34,101.65,12,15.66,319.64,0.14,0.984,1,,,,0,,17.0,51,5,2040,2589.024256,25.345
1.0.0,2026-08-05 03:15:33.607,4,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:15:33.440,12.0,1,,,,,,,,
1.0.0,2026-08-05 03:15:34.384,3,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:15:34.222,8.73,1,,,,,,,,
1.0.0,2026-08-05 03:15:34.405,7,49.34,0,1,0.1243,17.18,0.65,1.36,79.25,99,197.38,99,32,7.75,206.14,12,16.27,506.79,0.156,1.219,1,,,,0,,13.0,51,5,2040,2589.024256,25.18
